,Name,Size,Address,More info,Latitude,Longitude
177,"Faith Ministries, PAW",Medium church,"2516 Motley Ln Tuskegee, AL",http://www.usachurches.org/church/faith-ministries-paw.htm,32.435389,-85.728482
178,New Life Church of God In Christ,Small church,"1205 W Martin Luther King Hwy Tuskegee, AL",http://www.usachurches.org/church/newlifechurchofgodinchristtuskegee.htm,32.415413,-85.701789
179,Celebration Worship Center,Large church,"15330 A L-18 Vernon, AL",http://www.usachurches.org/church/full-gospel-worship-center.htm,33.746126,-88.006394
180,First United Methodist Wetumpka,Medium church,"306 W Tuskeena St Wetumpka, AL",http://www.usachurches.org/church/firstunitedmethodistwetumpka.htm,32.540352,-86.210435
181,Mountain View Baptist Church,Medium church,"1025 Rifle Range Rd Wetumpka, AL",http://www.usachurches.org/church/mountain-view-baptist-church-wetumpka.htm,32.450494,-86.15582
182,Alexander First Baptist Church,Small church,"15320 Alexander Rd Alexander, AR",http://www.usachurches.org/church/alexander-first-baptist-church.htm,34.630161,-92.441861
183,Enlarged Heart Christian Fellowship,Small church,"1130 Valleyside Bend Alma, AR",http://www.usachurches.org/church/enlarged-heart-christian-fellowship.htm,35.538267,-94.204201
184,Blessed Hope Baptist Church,Small church,"3519 U. S. 71Alma, AR",http://www.usachurches.org/church/blessed-hope-baptist-church-alma.htm,48.06594,20.74918
185,Oak Grove Community Church,Small church,"180 Oak Grove Rd Amity, AR",http://www.usachurches.org/church/oak-grove-community-church.htm,34.241941,-93.325002
186,Lakeview Baptist Church,Small church,"1316 Copeland Ridge Rd Arkadelphia, AR",http://www.usachurches.org/church/lakeview-baptist-church-arkadelphia.htm,34.04075,-93.046574
187,St. Matthew's Baptist Church,Medium church,"208 Blackwell Rd Atkins, AR",http://www.usachurches.org/church/st-matthews-baptist-church-atkins.htm,35.220026,-92.844689
188,Baugh Chapel Baptist Church,Medium church,"5570 Hwy 319 W Austin, AR",http://www.usachurches.org/church/baugh-chapel-baptist-church.htm,35.05623,-92.033685
189,Remnant Pentecostal Church,Medium church,"109 E Allison St Austin, AR",http://www.usachurches.org/church/remnant-pentecostal-church.htm,34.998725,-91.980256
190,Bald Knob First Assembly of God,Medium church,"S Elm St & E 3rd St Bald Knob, AR",http://www.usachurches.org/church/bald-knob-first-assembly-of-god.htm,35.307137,-91.565543
191,Unity Missionary Baptist Church,Medium church,"40 Sharon St Batesville, AR",http://www.usachurches.org/church/unity-missionary-baptist-church-batesville.htm,35.813436,-91.589225
192,Upper Spring Creek Free Will Baptist Church,Small church,"14941 Old Booneville Rd Belleville, AR",http://www.usachurches.org/church/upperspringcreekfreewillbaptistchurch.htm,35.127799,-93.423202
193,The Lighthouse Church of Benton,Medium church,"2800 Military Rd Benton, AR",http://www.usachurches.org/church/the-lighthouse-church-of-benton.htm,34.590144,-92.560362
194,Fellowship Of The Cross Worship Center,Small church,"1120 Reed St Benton, AR",http://www.usachurches.org/church/fellowship-of-the-cross-worship-center.htm,34.549906,-92.574031
195,Solid Rock Missionary Baptist Church,Medium church,"1400 S W Liberty Ave Bentonville, AR",http://www.usachurches.org/church/solid-rock-missionary-baptist-church-bentonville.htm,36.317743,-94.231789
196,New Heights Church,Medium church,"500 S E 18th St Bentonville, AR",http://www.usachurches.org/church/newheightschurch.htm,36.371868,-94.202721
197,Grace Point Church of Northwest Arkansas,Large church,"1201 Mc Collum Rd Bentonville, AR",http://www.usachurches.org/church/grace-point-church-of-northwest-arkansas.htm,36.387314,-94.183167
198,Victory Baptist Church,Large church,"5364 U S-67 Benton, AR",http://www.usachurches.org/church/victory-baptist-church-benton.htm,34.538704,-92.641038
199,Life Connection Church,Medium church,"1705 S Walton Blvd Bentonville, AR",http://www.usachurches.org/church/life-connection-church.htm,36.35277,-94.210747
200,Midtowne Church,Large church,"4037 Boone Rd Benton, AR",http://www.usachurches.org/church/midtowne-church.htm,34.598111,-92.539022
201,Lighthouse Baptist Church,Medium church,"4163 Salt Creek Rd Benton, AR",http://www.usachurches.org/church/lighthouse-baptist-church-benton.htm,34.6036,-92.590771
202,Solid Rock Missionary Baptist Church,Medium church,"1400 S W Liberty Ave Bentonville, AR",http://www.usachurches.org/church/solid-rock-missionary-baptist-church-bentonville.htm,36.317743,-94.231789
203,New Heights Church,Medium church,"500 S E 18th St Bentonville, AR",http://www.usachurches.org/church/newheightschurch.htm,36.371868,-94.202721
204,Grace Point Church of Northwest Arkansas,Large church,"1201 Mc Collum Rd Bentonville, AR",http://www.usachurches.org/church/grace-point-church-of-northwest-arkansas.htm,36.387314,-94.183167
205,Life Connection Church,Medium church,"1705 S Walton Blvd Bentonville, AR",http://www.usachurches.org/church/life-connection-church.htm,36.35277,-94.210747
206,Mixon Baptist Church,Small church,"67 Springer Rd Booneville, AR",http://www.usachurches.org/church/mixon-baptist-church.htm,35.089627,-93.878679
207,Branch Assembly of God,Medium church,"Hudson St Branch, AR",http://www.usachurches.org/church/branch-assembly-of-god.htm,35.305503,-93.955736
208,Gospel Truth Church,Small church,"Hwy 223 N Calico Rock, AR",http://www.usachurches.org/church/gospel-truth-church.htm,36.130851,-92.129431
209,First Assembly of God,Medium church,"1275 Maul Rd Camden, AR",http://www.usachurches.org/church/first-assembly-of-god-camden.htm,33.596868,-92.853501
210,"Revelations Ministries, Inc.",Medium church,"1945 California Ave S W Camden, AR",http://www.usachurches.org/church/revelations-ministries-inc.htm,33.549482,-92.867338
211,Greater New Calvary Church of God in Christ,Large church,"3150 A R-7 Camden, AR",http://www.usachurches.org/church/greaternewcalvarychurchofgodinchrist.htm,33.776756,-92.824781
212,Twin Oaks Missionary Baptist Church,Medium church,"120 N Skaggs Rd Clarksville, AR",http://www.usachurches.org/church/twin-oaks-baptist-church.htm,35.464583,-93.523897
213,Robinson & Center Church of Christ,Large church,"1505 Robinson Ave Conway, AR",http://www.usachurches.org/church/robinsoncenterchurchofchrist.htm,35.088187,-92.444985
214,Calvary Temple Pentecostal Church of God,Small church,"58 Ranchette Rd Conway, AR",http://www.usachurches.org/church/calvary-temple-pentecostal-church-of-god.htm,35.080154,-92.368951
215,Agape Community Temple of Servants,Large church,"1423 Ingram St Conway, AR",http://www.usachurches.org/church/agape-community-temple-of-servants.htm,35.09844,-92.432034
216,Covenant Life Church,Medium church,"235 Tilk Rd Conway, AR",http://www.usachurches.org/church/covenant-life-church-conway.htm,35.079732,-92.41481
217,Graham Chapel United Methodist Church,Small church,"467 U. S. 64Conway, AR",http://www.usachurches.org/church/graham-chapel-united-methodist-church.htm,35.36316,-94.42912
218,Grace Baptist Church,Medium church,"487 Old Hwy 71De Queen, AR",http://www.usachurches.org/church/grace-baptist-church-de-queen.htm,36.436209,-87.355896
219,Rose Hill Baptist Church,Small church,"204 Church St De Queen, AR",http://www.usachurches.org/church/rose-hill-baptist-church.htm,34.038467,-94.33117
220,Grace Baptist Church,Small church,"487 Hwy 71 N De Queen, AR",http://www.usachurches.org/church/grace-baptist-church.htm,34.073219,-94.3227
221,Faith Baptist Church,Medium church,"725 Mc Adams Rd De Witt, AR",http://www.usachurches.org/church/faith-baptist-church-dewitt.htm,34.304131,-91.333279
222,First Christian Church,Medium church,"1801 S Grandview Dr De Witt, AR",http://www.usachurches.org/church/first-christian-church-dewitt.htm,34.274856,-91.350629
223,Grace and Truth Tabernacle,Medium church,"1110 S Jefferson St De Witt, AR",http://www.usachurches.org/church/grace-and-truth-tabernacle.htm,34.284558,-91.337707
224,Power House of Deliverance,Small church,"1131 W 19th St El Dorado, AR",http://www.usachurches.org/church/powerhouseofdeliverance.htm,33.238513,-92.678269
225,Faith in the Word Christian Center,Small church,"1310 Detroit St El Dorado, AR",http://www.usachurches.org/church/faith-in-the-word-christian-center.htm,33.197347,-92.651652
226,Glover Memorial Church of God in Christ,Small church,"104 S Elm St Emerson, AR",http://www.usachurches.org/church/glover-memorial-church-of-god-in-christ.htm,33.097629,-93.192005
227,Mission Boulevard Baptist Church,Medium church,"2006 E Mission Blvd Fayetteville, AR",http://www.usachurches.org/church/mission-boulevard-baptist-church.htm,36.08757,-94.130636
228,The Regeneration Church,Small church,"3616B Towson Ave Fort Smith, AR",http://www.usachurches.org/church/the-regeneration.htm,35.351041,-94.422222
229,Mission Point Missionary Baptist Church,Medium church,"3322 N 52nd St Fort Smith, AR",http://www.usachurches.org/church/mission-point-missionary-baptist-church.htm,35.411512,-94.37359
230,Heritage Baptist Church,Medium church,"4600 Jenny Lind Rd Fort Smith, AR",http://www.usachurches.org/church/heritage-baptist-church-fort-smith.htm,35.340258,-94.413759
231,Christ For The World International,Medium church,"4510 Towson Ave Fort Smith, AR",http://www.usachurches.org/church/christ-for-the-world-international.htm,35.340669,-94.422596
232,Freedom Church,Medium church,"923 S Louisville St, Ste B Fort Smith, AR",http://www.usachurches.org/church/freedom-church.htm,35.342862,-94.425817
233,Grace City Church,Medium church,"700 Cottonwood Rd Harrison, AR",http://www.usachurches.org/church/grace-christian-center.htm,36.258523,-93.117403
234,First Baptist Church,Small church,"201 N 4th St Heber Springs, AR",http://www.usachurches.org/church/firstbaptistchurchheber.htm,35.493222,-92.032492
235,East End Baptist Church,Medium church,"4701 Eastend Rd Hensley, AR",http://www.usachurches.org/church/east-end-baptist-church.htm,34.505485,-92.205503
236,Hot Springs Church of Christ,Small church,"112 Mockingbird St Hot Springs, AR",http://www.usachurches.org/church/hotspringschurchofchrist.htm,34.460412,-93.064185
237,LakePointe Church,Large church,"1343 Albert Pike Rd Hot Springs, AR",http://www.usachurches.org/church/lakepointe-church.htm,34.492879,-93.083628
238,The Ark of Praise,Medium church,"308 Butterfield Hot Springs, AR",http://www.usachurches.org/church/the-ark-of-praise.htm,34.515698,-93.036332
239,Angel Gabriel Church of God in Christ,Small church,"155 Lemons St Hot Springs, AR",http://www.usachurches.org/church/angel-gabriel-church-of-god-in-christ.htm,34.500398,-93.045399
240,Everlasting Gospel Pentecostal Lighthouse,Small church,"712 Leonard St Hot Springs National Park, AR",http://www.usachurches.org/church/everlasting-gospel-pentecostal-lighthouse.htm,34.48009,-93.074031
241,Everlasting Gospel Pentecostal Lighthouse,Small church,"712 Leonard St Hot Springs National Park, AR",http://www.usachurches.org/church/everlasting-gospel-pentecostal-lighthouse.htm,34.48009,-93.074031
242,Antioch Landmark Missionary Baptist Church,Small church,"1936 A R-216 Houston, AR",http://www.usachurches.org/church/antiochlandmarkmissionarybaptistchurch.htm,34.958088,-92.75897
243,Huntsville Seventh-day Adventist Church,Small church,"1357 W Main St Huntsville, AR",http://www.usachurches.org/church/huntsville-seventh-day-adventist-church.htm,36.085249,-93.747823
244,McArthur Church,Large church,"3501 John Harden Dr Jacksonville, AR",http://www.usachurches.org/church/mcarthur-church.htm,34.89938,-92.090453
245,Berea Baptist Church,Small church,"104 E Valentine Rd Jacksonville, AR",http://www.usachurches.org/church/berea-baptist-church.htm,34.835789,-92.129853
246,First Missionary Baptist Church,Medium church,"512 Whitaker St Joiner, AR",http://www.usachurches.org/church/first-missionary-baptist-church-joiner.htm,35.509536,-90.1512
247,Highland Drive Baptist Church,Large church,"515 E Highland Dr Jonesboro, AR",http://www.usachurches.org/church/highland-drive-baptist-church.htm,35.821356,-90.700412
248,The Rock of Northeast Arkansas,Large church,"4318 E Johnson Ave Jonesboro, AR",http://www.usachurches.org/church/the-rock-of-northeast-arkansas.htm,35.862712,-90.645376
249,Fullness of Joy Ministries,Large church,"2120 Thorn St Jonesboro, AR",http://www.usachurches.org/church/fullness-of-joy-ministries.htm,35.817958,-90.652283
250,First United Methodist Church of Jonesboro,Large church,"801 S Main St Jonesboro, AR",http://www.usachurches.org/church/first-united-methodist-church-of-jonesboro.htm,35.83555,-90.705037
251,Northside Christian Ministries,Small church,"1315 Bridge St Jonesboro, AR",http://www.usachurches.org/church/northside-christian-ministries.htm,35.857488,-90.699438
252,First Baptist Church Keiser,Medium church,"210 E Main St Keiser, AR",http://www.usachurches.org/church/first-baptist-church-keiser.htm,35.674851,-90.095708
253,New Life Family Church,Medium church,"39 C R 240Knobel, AR",http://www.usachurches.org/church/new-life-family-church.htm,40.79309,29.36346
254,Cabin Creek Baptist Church,Small church,"Hwy 64 W Lamar, AR",http://www.usachurches.org/church/cabin-creek-baptist-church.htm,35.397567,-93.37793
255,First Pentecostal Church of Lepanto,Medium church,"12254 Hwy 140 N Lepanto, AR",http://www.usachurches.org/church/first-united-pentecostal-church-lepanto.htm,35.617612,-90.325426
256,Central United Methodist Church,Small church,"101 N Starr Ave Lincoln, AR",http://www.usachurches.org/church/central-united-methodist-church-lincoln.htm,35.95006,-94.424564
257,Apostolic Church,Medium church,"4314 Landers Rd North Little Rock, AR",http://www.usachurches.org/church/apostolicchurch.htm,34.795336,-92.219676
258,Park View Baptist Church,Medium church,"900 Donovan Briley Blvd North Little Rock, AR",http://www.usachurches.org/church/park-view-baptist-church.htm,34.813421,-92.274807
259,Hope Baptist Church,Medium church,"139 Shadow Oaks Dr Sherwood, AR",http://www.usachurches.org/church/hope-baptist-church.htm,34.80976,-92.210608
260,Geyer Springs First Baptist Church,Mega church,"12400 Interstate 30Little Rock, AR",http://www.usachurches.org/church/geyer-springs-first-baptist-church.htm,36.271702,-93.866096
261,Agape Church,Mega church,"701 Napa Valley Dr Little Rock, AR",http://www.usachurches.org/church/agape-church.htm,34.762149,-92.41147
262,First Pentecostal Church,Mega church,"1401 Calvary Rd North Little Rock, AR",http://www.usachurches.org/church/first-pentecostal-church-north-little-rock.htm,34.778935,-92.258708
263,Freedom Baptist Church,Medium church,"18506 Mac Arthur Dr North Little Rock, AR",http://www.usachurches.org/church/freedom-baptist-church-north-little-rock.htm,34.88676,-92.373302
264,St. Mark Baptist Church,Mega church,"5722 W 12th St Little Rock, AR",http://www.usachurches.org/church/st-mark-baptist-church.htm,34.74124,-92.337468
265,Church at Rock Creek,Mega church,"11500 W 36th St Little Rock, AR",http://www.usachurches.org/church/church-at-rock-creek.htm,34.721652,-92.404835
266,E4 Church,Medium church,"4003 Roundup Dr North Little Rock, AR",http://www.usachurches.org/church/north-little-rock-church-of-god.htm,34.756059,-92.267774
267,First Assembly of God,Mega church,"4501 Burrow Dr North Little Rock, AR",http://www.usachurches.org/church/first-assembly-of-god-north-little-rock.htm,34.798054,-92.22414
268,Oak Park Baptist Church,Medium church,"8200 Flintridge Rd Little Rock, AR",http://www.usachurches.org/church/oak-park-baptist-church.htm,34.678174,-92.408752
269,Lakewood United Methodist Church,Large church,"1922 Topf Rd North Little Rock, AR",http://www.usachurches.org/church/lakewood-united-methodist-church.htm,34.794904,-92.244748
