name;addr;lat;lon
OUR LADY OF FATIMA RELIGIOUS EDUCATION;2270 BRODHEAD ROAD, Aliquippa, Pennsylvania 15001;40.58507;-80.2574
PRINCE OF PEACE ANGLICAN CHURCH;111 CHERRYTON STREET, Aliquippa, Pennsylvania 15001;40.56345;-80.274225
RACCOON UNITED PRESBYTERIAN CHURCH;2001 CRISMN DRIVE, Aliquippa, Pennsylvania 15001;40.6036;-80.29869
Rock Christian Fellowship;380 Franklin Ave., Aliquippa, Pennsylvania 15001;40.61697;-80.24701
SAINT ELIJAH SERBIAN EASTERN ORTHODOX CHURCH;2200 MAIN STREET, Aliquippa, Pennsylvania 15001;40.60458;-80.27913
SAINT FRANCES CABRINI CHURCH RECTORY;115 TRINITY DRIVE, Aliquippa, Pennsylvania 15001;40.64687;-80.29468
SAINT GEO BYZANTINE CATHOLIC CHURCH;1001 CLINTON STREET, Aliquippa, Pennsylvania 15001;40.60461;-80.25877
SAINT JOHN MISSIONARY BAPTIST CHURCH;1210 SHEFFIELD AVENUE, Aliquippa, Pennsylvania 15001;40.616075;-80.258385
SAINT PETER & PAUL UKRAINIAN CATHOLIC CHURCH;20 & MAIN, Aliquippa, Pennsylvania 15001;40.520847;-80.165028
SALVATION ARMY;ALIQUIPPA STREET, Aliquippa, Pennsylvania 15001;40.610239;-80.267726
SERVICE PRESBYTERIAN CHURCH;491 Service Church Rd, ALIQUIPPA, Pennsylvania 15001;40.57922;-80.36999
SISTERS OF SAINT JOSEPH;1009 SHEFFIELD AVENUE, Aliquippa, Pennsylvania 15001;40.613815;-80.256595
SOUND THE ALARM MINISTRIES;434 FRANKLIN AVENUE, Aliquippa, Pennsylvania 15001;40.616325;-80.24775
ST. FRANCES CABRINI;115 Trinity Dr., ALIQUIPPA, Pennsylvania 15001;40.64687;-80.29468
ST. TITUS;952 Franklin Avenue, ALIQUIPPA, Pennsylvania 15001;40.61312;-80.2559
THE WELL;921 FRANKLIN AVENUE, Aliquippa, Pennsylvania 15001;40.61232;-80.25555
TRIEDSTONE BAPTIST CHURCH;503 WASHINGTON STREET, Aliquippa, Pennsylvania 15001;40.61868;-80.255805
Uncommon Grounds Cafe;380 FRANKLIN AVENUE, Aliquippa, Pennsylvania 15001;40.61697;-80.24701
WILDWOOD CHAPEL;2850 JACK STREET, Aliquippa, Pennsylvania 15001;40.60025;-80.29527
AMBRIDGE CHRISTIAN CENTER;424 DUSS AVENUE, Ambridge, Pennsylvania 15003;40.584735;-80.22464
AMBRIDGE FOURSQUARE CHURCH - NEW HOPE COMMUNITY CHURCH;592 Beaver Rd, AMBRIDGE, Pennsylvania 15003;40.587335;-80.224211
CHRIST THE KING CHURCH;995 MELROSE AVENUE, Ambridge, Pennsylvania 15003;40.59143;-80.22925
CHRISTIAN & MISSIONARY CHURCH;901 MERCHANT STREET, Ambridge, Pennsylvania 15003;40.59037;-80.22995
CHURCH OF THE SAVIOR;1123 MERCHANT STREET, Ambridge, Pennsylvania 15003;40.593905;-80.23081
Dominion Full Gospel Church;450 Melrose Avenue, Ambridge, Pennsylvania 15003;40.58534;-80.225
EPISCOPAL CHURCH MISSIONARY;1098 MELROSE AVENUE, Ambridge, Pennsylvania 15003;40.59315;-80.22937
FELLOWSHIP UNITED METHODIST CHURCH;649 Maplewood Avenue, AMBRIDGE, Pennsylvania 15003;40.587195;-80.229265
FIRST BAPTIST CHURCH;11TH STREET, Ambridge, Pennsylvania 15003;40.5933;-80.22711
FIRST UNITED METHODIST CHURCH;649 MAPLEWOOD AVENUE, Ambridge, Pennsylvania 15003;40.587195;-80.229265
GREEK ORTHODOX CHURCH;2930 BEAVER ROAD, Ambridge, Pennsylvania 15003;40.61316;-80.22338
HOLY GHOST ORTHODOX CHURCH;210 MAPLEWOOD AVENUE, Ambridge, Pennsylvania 15003;40.580735;-80.2238
New Hope Community Church;592 Beaver Road, Ambridge, Pennsylvania 15003;40.587335;-80.224211
New Hope Community Church;592  Beaver Road, Ambridge, Pennsylvania 15003;40.587335;-80.224211
OUR SAVIOUR'S LUTHERAN CHURCH;2147 RIDGE ROAD EXT, Ambridge, Pennsylvania 15003;40.6103;-80.19542
SAINT JOHN'S LUTHERAN CHURCH;1320 CHURCH STREET, Ambridge, Pennsylvania 15003;40.59626;-80.231895
SAINT MARY COPTIC ORTHODOX CHURCH;300 MAPLEWOOD AVENUE, Ambridge, Pennsylvania 15003;40.582065;-80.22482
SAINT VERONICA CHURCH;701 GLENWOOD AVENUE, Ambridge, Pennsylvania 15003;40.58868;-80.22709
SAINT VLADIMIR UKRANIAN CHURCH;313 9TH STREET, Ambridge, Pennsylvania 15003;40.590545;-80.228965
The Refuge at Robinson Church;1405 Duss Avenue, Ambridge, Pennsylvania 15003;40.597045;-80.226495
UNITED PRESBYTERIAN CHURCH;9TH AND MAPLEWOOD, Ambridge, Pennsylvania 15003;40.59;-80.23
ZION LUTHERAN CHURCH;PARK ROAD AT, Ambridge, Pennsylvania 15003;40.59;-80.23
ATLASBURG;46 Main St., ATLASBURG, Pennsylvania 15004;40.34243;-80.38205
HILLSIDE BIBLE CHURCH;229 MAPLE AVENUE, Newport, Rhode Island 02840-1025;41.51691;-71.310809
Island Christian Fellowship ;121 Linden Lane, Portsmouth, Rhode Island 02871;41.55477;-71.25176
Island Christian Fellowship ;Portsmouth , Portsmouth, Rhode Island 02871;41.598346;-71.250876
CHRIST TEMPLE UNITED PENTECOSTAL CHURCH;1198 FISH ROAD, Tiverton, Rhode Island 02878-3105;41.63855;-71.18603
Grace Chapel Church of God ;3534 Kingstown Road, West Kingston, Rhode Island 02882-1405;41.48383;-71.557955
ROMAN CATHOLIC DIOCESE OF PROVIDENCE;ONE CATHEDRAL SQUAE, Providence, Rhode Island 02903-3695;41.81998;-71.41642
SAGE CREEK BAPTIST CHURCH;397 BETTIS ACADEMY ROAD, Graniteville, South Carolina 20829;33.59329;-81.83884
BIBLE WAY CHURCH OF OUR LORD JESUS CHRIST WORLD WIDE;4949 TWO NOTCH ROAD, Columbia, South Carolina 22922;34.04412;-80.99194
SAINT JOHN'S EPISCOPAL CHURCH CONGAREE;1100 ELM SAVANNAH ROAD, Hopkins, South Carolina 26062;33.8986;-80.800165
Take Authority International Ministries;The Quality Inn and Suites 2625 N. Cherry Road, Rock Hill, South Carolina 28297;34.924867;-81.025078
Church of Jesus Christ of Latter-Day Saints;4065 N Center St, Hickory, South Carolina 28601;33.9184118141;-80.9007732114739
CENTER OF FAITH FAMILY, ENRICHMENT & EMPOWERMENT;THE C.O.F.F.E.E. HOUSE,  P.O. BOX 7502, Columbia, South Dakota 29202;45.613024;-98.312598
ALCESTER BAPTIST CHURCH;409 NORTH IOWA ST, Alcester, South Dakota 57001;43.02422;-96.63081
BIG SPRINGS BAPTIST CHURCH;RURAL ROUTE 1, Alcester, South Dakota 57001;43.021502;-96.630829
NATHANIEL LUTHERAN CHURCH;209 DAKOTA ST, Alcester, South Dakota 57001;43.0224;-96.62903
PEACE LUTHERAN CHURCH MO SYNOD;106 CHURCH ST, Alcester, South Dakota 57001;43.0208;-96.626367
UNITED CHURCH OF CHRIST;602 MITCHELL DR, Alcester, South Dakota 57001;43.02502;-96.61887
BALTIC LUTHERAN CHURCH;301 NIDAROS AVE, Baltic, South Dakota 57003;43.75885;-96.73738
EAST NIDAROS LUTHERAN CHURCH;, Baltic, South Dakota 57003;43.761363;-96.740329
BERESFORD BAPTIST CHURCH;211 NORTH 4TH STREET, Beresford, South Dakota 57004;43.08243;-96.775885
BLESSED TERESA OF CALUTTA;Post Office Box 472, BERESFORD, South Dakota 57004;43.080545;-96.773655
BROOKLYN EVAN CHURCH;46991 295TH STREET, Beresford, South Dakota 57004;43.10904;-96.80819
BROOKLYN EVAN CHURCH OFFICE;26991 295TH STREET, Beresford, South Dakota 57004;43.12721;-100.73814
BROOKLYN EVANGELICAL CHURCH;201 SOUTH 11TH STREET, Beresford, South Dakota 57004;43.079335;-96.784625
CONGREGATIONAL CHURCH;109 NORTH 5TH STREET, Beresford, South Dakota 57004;43.08135;-96.77738
DALESBURG BAPTIST CHURCH;30503 466TH AVENUE, Beresford, South Dakota 57004;42.96764;-96.8855
Dalesburg Baptist Church;30503 466Th Ave, Beresford, South Dakota 57004;42.96764;-96.8855
EMMANUEL LUTHERAN CHURCH;101 SOUTH 5TH STREET, Beresford, South Dakota 57004;43.08023;-96.77752
FEDERATED CHURCH;107 NORTH 5TH STREET, Beresford, South Dakota 57004;43.08118;-96.77736
KOMSTAD COVENANT CHURCH;29987 UNIVERSITY ROAD, Beresford, South Dakota 57004;43.04203;-96.90495
LIGHTHOUSE COMMUNITY FELLOWSHIP;200 EAST OAK STREET, Beresford, South Dakota 57004;43.07972;-96.77219
LIGHTHOUSE COMMUNITY FELLOWSHIP SBC;1305 WEST MAIN STREET, Beresford, South Dakota 57004;43.080105;-96.790795
LIVING WORD FELLOWSHIP;709 WEST HEMLOCK STREET, Beresford, South Dakota 57004;43.08115;-96.78356
MONTROSE UNITED METHODIST CHURCH;109 SOUTH 2ND STREET, Beresford, South Dakota 57004;43.079389;-96.772567
ROMSDAL CHURCH;29193 477TH AVENUE, Beresford, South Dakota 57004;43.157145;-96.668395
ROSENI LUTHERAN CHURCH;47214 307TH STREET, Beresford, South Dakota 57004;42.93897;-96.75569
SAINT TERESA CATHOLIC CHURCH;901 SOUTH 3RD STREET, Beresford, South Dakota 57004;43.072135;-96.77506
SKERFSRUD LUTHERAN CHURCH;46920 292ND STREET, Beresford, South Dakota 57004;43.15648;-96.82108
UNITED CHURCH OF CHRIST;109 NORTH 5TH STREET, Beresford, South Dakota 57004;43.08135;-96.77738
UNITED METHODIST CHURCH;47106 298TH STREET, Beresford, South Dakota 57004;43.06989;-96.78519
BLESSED REDEEMER LUTHERAN CHURCH;705 SOUTH SIOUX BOULEVARD, Brandon, South Dakota 57005;43.58691;-96.59278
BRANDON LUTHERAN CHURCH;600 EAST HOLLY BOULEVARD, Brandon, South Dakota 57005;43.595615;-96.58231
BRANDON VALLEY ASSEMBLY OF GOD;201 SOUTH SIOUX BOULEVARD, BRNADON SD, Brandon, South Dakota 57005;43.59751;-96.594
BRANDON VALLEY BAPTIST CHURCH;400 NORTH SPLITROCK BOULEVARD, Brandon, South Dakota 57005;43.59871;-96.570997
CELEBRATION UNITED METHODIST CHURCH;1400 EAST CEDAR STREET, Brandon, South Dakota 57005;43.59083;-96.57014
FAITH UNITED PRESBYTERIAN CHURCH;800 SOUTH SPLITROCK BOULEVARD, Brandon, South Dakota 57005;43.58225;-96.57757
FIRST SLAVIK CHURCH;200 SOUTH 1ST AVENUE, Brandon, South Dakota 57005;43.592435;-96.585897
LIVING SPRINGS COVENANT CHURCH;316 EAST HOLLY BOULEVARD, Brandon, South Dakota 57005;43.5947;-96.58629
RISEN SAVIOR CATHOLIC CHURCH;301 NORTH SPLITROCK BOULEVARD, Brandon, South Dakota 57005;43.59754;-96.57387
RISEN SAVIOR CATHOLIC CHURCH RECTORY;309 NORTH NEEDLES DRIVE, Brandon, South Dakota 57005;43.59744;-96.57182
SIOUX FALLS CHRISTIAN ASSEMBLY;48186 265TH STREET, Brandon, South Dakota 57005;43.54487;-96.57416
SIOUX FALLS CHRISTIAN ASSEMBLY;48186 265TH STREET, BRANDON SD, Sioux Falls, South Dakota 57005;43.54404;-96.57943
SPLITROCK LUTHERAN CHURCH;48215 258TH STREET, Brandon, South Dakota 57005;43.64197;-96.56925
SWEDONA COVENANT CHURCH;25845 479TH AVENUE, Brandon, South Dakota 57005;43.63824;-96.63231
Bristol Ward;13 Heritage Dr, Bristol, Tennessee 24201;36.594503;-82.188521
BEAR CREEK EMMANUEL CHURCH OF CHRIST;1300 SOUTH BEAR CREEK ROAD, Dickson, Tennessee 37005;35.98172;-87.34352
ADAMS CHURCH OF CHRIST;101 SOUTH COMMERCE, Adams, Tennessee 37010;36.581785;-87.06548
ADAMS UNITED METHODIST CHURCH;7544 HIGHWAY 41 NORTH, Adams, Tennessee 37010;36.57969;-87.05868
ANTIOCH BAPTIST CHURCH;3869 MAXIE RD, Adams, Tennessee 37010;36.582372;-87.065575
BELLS CHAPEL BAPTIST CHURCH;605 KEYSBURG RD, Adams, Tennessee 37010;36.591675;-87.06144
CENTERPOINT BAPTIST CHURCH;6660 HIGHWAY 161, Adams, Tennessee 37010;36.63186;-86.96589
MOUNT ZION BAPTIST CHURCH;3310 HIGHWAY 76, Adams, Tennessee 37010;36.53866;-87.13715
SAINT JAMES BAPTIST CHURCH;6654 HIGHWAY 41 NORTH, Adams, Tennessee 37010;36.581326;-87.064253
STROUDSVILLE CHURCH OF CHRIST;1531 STROUDSVILLE RD, Adams, Tennessee 37010;36.48341;-87.11116
AMAZING GRACE BAPTIST CHURCH;P.O. BOX 615, Antioch, Tennessee 37011;36.04851;-86.645406
New Life Community Church;Antioch High School, Antioch, Tennessee 37011;36.046732;-86.599081
ALEXANDRIA CHURCH OF GOD;209 EDGEWOOD ST, Alexandria, Tennessee 37012;36.082444;-86.032
BLANTONS CHAPEL UNITED METHODIST CHURCH;947 Dry Branch Rd, ALEXANDRIA, Tennessee 37012;36.0725;-85.96085
Divine Faith Ministries;12520 Old Hickory Blvd, Antioch, Tennessee 37012;36.03786;-86.60396
FIRST BAPTIST CHURCH;101 LOCUST ST, Alexandria, Tennessee 37012;36.07613;-86.03533
LIBERTY HILL;25 Round Top Rd., ALEXANDRIA, Tennessee 37012;36.03826;-86.06202
LIBERTY HILL PRESBYTERIAN CHURCH;661 Coon Branch Rd, ALEXANDRIA, Tennessee 37012;36.05877;-86.057378
New Vision Bapitst;800 West Main Street, Alexandria, Tennessee 37012;36.08556;-86.05791
UPPER HELTON BAPTIST CHURCH;UPPER HELTON RD, Alexandria, Tennessee 37012;36.040825;-86.034675
WEST MAIN BAPTIST CHURCH;204 WEST MAIN, Alexandria, Tennessee 37012;36.0778;-86.0368
chinnam;br t cnaidu, paradip port,india, texas, Texas 533437;32.525138;-96.616103
UNITED CHRISTIAN HOUSE OF PRAYER;8830 BUSINESS PARK DRIVE, Austin, Texas 73301;30.37851;-97.74196
CAMPUS CRUSADE FOR CHRIST;4901 KELLER SPRINGS ROAD, Addison, Texas 75001;32.96912;-96.82732
CHRISTIAN CHAPEL CME CHURCH;, Addison, Texas 75001;32.96179;-96.829169
CHRISTIAN LEADERSHIP MINISTRIES;4901 KELLER SPRINGS ROAD, Addison, Texas 75001;32.96912;-96.82732
COVENANT CHURCH;16475 DALLAS PARKWAY, Addison, Texas 75001;32.975505;-96.825625
COVENANT CHURCH;16775 ADDISON ROAD, Addison, Texas 75001;32.98013;-96.83136
DALLAS DENTON DISTRICT METHODIST;16475 DALLAS PARKWAY, # 235, Addison, Texas 75001;32.975505;-96.825625
EAST MINISTRIES INTERNATIONAL;4450 SOJOURN DRIVE, # 100, Addison, Texas 75001;32.98206;-96.835265
MARILYNN WATKINS MINISTRIES;15851 DALLAS PARKWAY, # 500, Addison, Texas 75001;32.96544;-96.82301
MIDWAY ROAD BAPTIST CHURCH;, Addison, Texas 75001;32.96179;-96.829169
New Generation;Hotel Intercontinental - 15201 Dallas Pkwy, Addison, Texas 75001;32.956725;-96.823282
SAINT RITA CATHOLIC COMMUNITY CCD;, Addison, Texas 75001;32.96179;-96.829169
SAINT RITA CATHOLIC COMMUNITY CHURCH YOUTH MINISTRY;, Addison, Texas 75001;32.96179;-96.829169
SON RISE CHURCH AND MINISTRIES;4851 KELLER SPRINGS ROAD, SUITE 230, Addison, Texas 75001;32.96927;-96.82841
ALLEN BIBLE CHURCH;705 NORTH GREENVILLE, # 200, Allen, Texas 75002;33.112445;-96.654515
ALLEN CHURCH OF CHRIST;600 SOUTH JUPITER ROAD, Allen, Texas 75002;33.0933;-96.66426
ALLEN HEIGHTS BAPTIST CHURCH;1309 EAST MAIN STREET, Allen, Texas 75002;33.10111;-96.638142
Bethany Worship Center;700 N Greenville Ave, Allen, TX 75002, Allen, Texas 75002;33.11035;-96.65321
CHRIST THE SERVANT LUTHERAN CHURCH;821 SOUTH GREENVILLE AVENUE, Allen, Texas 75002;33.085045;-96.67249
CHURCH OF CHRIST MAIN STREET;303 EAST MAIN STREET, Allen, Texas 75002;33.10271;-96.66656
CORINTH PRESBYTERIAN CHURCH;5609 E Parker Rd, ALLEN, Texas 75002;33.05544;-96.62286
CORINTH PRESBYTERIAN CHURCH;5609 EAST PARKER ROAD, Allen, Texas 75002;33.05574;-96.62237
CREEKWOOD UNITED METHODIST CHURCH;261 Country Club Rd, ALLEN, Texas 75002;33.0896;-96.59095
CROSSROADS COMMUNITY CHURCH;, Allen, Texas 75002;33.097228;-96.644031
EAGLE RIDGE CHURCH;717 SOUTH GREENVILLE AVENUE, Allen, Texas 75002;33.087953;-96.669677
East Allen Church of Christ;1008 E Exchange Parkway, Allen, Texas 75002;33.11453;-96.64427
FAITH FELLOWSHIP OF ALLEN;305 EAST MCDERMOTT DRIVE, BUILDING D, Allen, Texas 75002;33.10095;-96.66659
FIRST BAPTIST CHURCH ALLEN;201 EAST MCDERMOTT, Allen, Texas 75002;33.101665;-96.668435
FIRST BAPTIST CHURCH OF PARKER;5304 EAST PARKER ROAD, Allen, Texas 75002;33.05352;-96.62981
FIRST PRESBYTERIAN CHURCH;605 SOUTH GREENVILLE AVENUE, Allen, Texas 75002;33.09204;-96.666606
FIRST UNITED METHODIST CHURCH;601 SOUTH GREENVILLE AVENUE, Allen, Texas 75002;33.09301;-96.66629
FIRST UNITED METHODIST CHURCH;750 WEST LUCAS BRANCH, Allen, Texas 75002;33.08539;-96.58781
GRACE EVANGELICAL FREE CHURCH;2005 ESTATES PARKWAY, Allen, Texas 75002;33.09909;-96.607655
Harvest Oaks Church;1403 E. Bethany Dr., Allen, Texas 75002;33.0861;-96.6355
LIFE FELLOWSHIP;600 South Jupiter Rd, Allen, Texas 75002;33.0933;-96.66426
LUCAS CHRISTIAN CHURCH;415 WEST LUCAS BRANCH, Allen, Texas 75002;33.08517;-96.58122
METRO CHURCH OF ALLEN;602 EAST MAIN STREET, SUITE D, Allen, Texas 75002;33.099935;-96.658156
RIVERCREST BAPTIST CHURCH;700 RIVERCREST BOULEVARD, Allen, Texas 75002;33.10702;-96.65473
SAINT JUDE CATHOLIC CHURCH;1515 NORTH GREENVILLE AVENUE, Allen, Texas 75002;33.12203;-96.65075
SOUTHFORK BAPTIST CHURCH;6605 MCWHIRTER ROAD, Allen, Texas 75002;33.04187;-96.60585
The Harvest;700 Rivercrest, Allen, Texas 75002;33.10702;-96.65473
The Summit Church;1595 Sablerun dr. (marion elementary), Allen, Texas 75002;33.123885;-96.64064
West Weston;920 West Weston, Allen, Texas 75002;33.097228;-96.644031
Word Aflame GHCOC;holding services @ 306 cedar street, Allen, Texas 75002;33.097228;-96.644031
AROMA OF LIFE MINISTRIES;1518 SOUTH INTERSTATE 35 EAST, # 11, Carrollton, Texas 75006;32.94793;-96.90727
BELAIRE BAPTIST CHURCH;1606 SCHOOL ROAD, Carrollton, Texas 75006;32.945395;-96.897984
BELIEVERS ASSEMBLY CHURCH;1107 CLINT STREET, Carrollton, Texas 75006;32.955875;-96.9018
CAMBODIAN FELLOWSHIP;1813 Cottonwood, CARROLLTON, Texas 75006;32.96448;-96.911145
CARROLLTON WEST CHURCH OF CHRIST;2121 DENTON DRIVE, Carrollton, Texas 75006;32.973525;-96.908795
CHRIST CHURCH OF THE BELOVED;1000 EAST BELT LINE, Carrollton, Texas 75006;32.95376;-96.90711
CHURCH ON THE ROCK NORTH;1615 WEST BELT LINE, Carrollton, Texas 75006;32.95135;-96.92184
COVENANT CHURCH;2644 EAST TRINITY MILLS, Carrollton, Texas 75006;32.98457;-96.8643
COVENANT PRESBYTERIAN CHURCH;1700 S Josey Ln, CARROLLTON, Texas 75006;32.9451;-96.89119
DALLAS KOREAN SEVENTH-DAY ADVENTIST CHURCH;1606 School Rd, CARROLLTON, Texas 75006;32.945395;-96.897984
DALLAS SPANISH NORTH SEVENTH-DAY ADVENTIST CHURCH;1610 S Stemmons, CARROLLTON, Texas 75006;32.94647;-96.90626
FIRST BAPTIST CHURCH;2400 NORTH JOSEY LANE, Carrollton, Texas 75006;32.98231;-96.89009
FIRST CHRISTIAN CHURCH;1835 WALNUT STREET, Carrollton, Texas 75006;32.9554;-96.891115
FULL GOSPEL OHSAM CHURCH;1223 NORTH JOSEY LANE, Carrollton, Texas 75006;32.957827;-96.890219
GLORY OF THE LORD CHURCH;1606 SOUTH INTERSTATE 35, Carrollton, Texas 75006;32.94638;-96.90621
GRACE CHURCH;2408 EAST TRINITY MILLS, Carrollton, Texas 75006;32.984505;-96.872046
HIGHLAND BAPTIST CHURCH;1225 NORTH JOSEY LANE, Carrollton, Texas 75006;32.957035;-96.89101
JOSEY LANE CHURCH OF CHRIST;1833 EAST CROSBY ROAD, Carrollton, Texas 75006;32.94943;-96.890774
KELLER SPRINGS BAPTIST CHURCH;2625 KELLER SPRINGS ROAD, Carrollton, Texas 75006;32.970264;-96.866668
KOREAN BAPTIST CHURCH;1017 ERIE STREET, Carrollton, Texas 75006;32.954705;-96.90328
KOREAN CHURCH OF DALLAS;1855 NORTH JOSEY LANE, Carrollton, Texas 75006;32.96305;-96.891499
KOREAN FULL GOSPEL CHURCH;1303 NORTH MARYLAND, Carrollton, Texas 75006;32.95873;-96.90016
LEDGEROCK BAPTIST CHURCH;1017 ERIE STREET, Carrollton, Texas 75006;32.954705;-96.90328
New Life the Zion Assembly;1700 S. Josey Lane, Carrollton, Texas 75006;32.9451;-96.89119
Next Level Church;1115 Fourth Av, Carrollton, Texas 75006;32.95167;-96.90779
NORTHSIDE BAPTIST CHURCH;2000 DENTON DRIVE, Carrollton, Texas 75006;32.96916;-96.9073
SAINT SARKIS ARMENIAN CHURCH;1805 RANDOM DRIVE, Carrollton, Texas 75006;32.963345;-96.912467
SOJOURN CHURCH;3440 SOJOURN DRIVE, Carrollton, Texas 75006;32.982368;-96.840237
Church of Jesus Christ of Latter-Day Saints;10 West Young Street, Morgan, Utah 80450;41.03533;-111.67784
CHURCH OF JESUS CHRIST OF LDS;MAIN ST, Altamont, Utah 84001;40.35888;-110.28734
CHURCH OF JESUS CHRIST OF LDS;PO BOX 10, Altamont, Utah 84001;40.359398;-110.286268
AMERICAN FORK COMMUNITY PRESBYTERIAN CHURCH;75 n 100 e, American Fork, Utah 84003;40.37816;-111.79627
AMERICAN FORK FOURSQUARE CHURCH - THE ADVENTURE AMERICAN FORK;55 E 400 N, AMERICAN FORK, Utah 84003;40.38542;-111.79727
Calvary Mountain View Church;350 East State Street, American Fork, Utah 84003;40.374846;-111.789304
Church of Jesus Christ of Latter-Day Saints;1314 27th Street, Ogden, Utah 84003;41.21626;-111.94491
CHURCH OF JESUS CHRIST OF LDS;600 SOUTH 100 WEST, American Fork, Utah 84003;40.363886;-111.801471
CHURCH OF JESUS CHRIST OF LDS;9600 NORTH 6800 WEST, American Fork, Utah 84003;40.40678;-111.82008
CHURCH OF JESUS CHRIST OF LDS;10400 NORTH 6000 WEST, American Fork, Utah 84003;40.420565;-111.80162
CHURCH OF JESUS CHRIST OF LDS;1305 NORTH 100 EAST, American Fork, Utah 84003;40.4027;-111.79358
CHURCH OF JESUS CHRIST OF LDS;5335 WEST 11200 NORTH, American Fork, Utah 84003;40.43512;-111.78624
CHURCH OF JESUS CHRIST OF LDS;975 NORTH 60 EAST, American Fork, Utah 84003;40.396301;-111.79697
CHURCH OF JESUS CHRIST OF LDS;198 WEST 300 NORTH, American Fork, Utah 84003;40.38317;-111.8025
CHURCH OF JESUS CHRIST OF LDS;240 SOUTH CENTER ST, American Fork, Utah 84003;40.37184;-111.79954
CHURCH OF JESUS CHRIST OF LDS;5750 WEST 6400 NORTH, American Fork, Utah 84003;40.34746;-111.79493
CHURCH OF JESUS CHRIST OF LDS;270 NORTH 900 EAST, American Fork, Utah 84003;40.38229;-111.77223
CHURCH OF JESUS CHRIST OF LDS;4679 WASATCH DR, American Fork, Utah 84003;40.43112;-111.77012
CHURCH OF JESUS CHRIST OF LDS;5212 COUNTRY CLUB DR, American Fork, Utah 84003;40.423789;-111.783832
CHURCH OF JESUS CHRIST OF LDS;320 NORTH 100 EAST, American Fork, Utah 84003;40.38345;-111.79541
CHURCH OF JESUS CHRIST OF LDS;975 NORTH 600 EAST, American Fork, Utah 84003;40.384565;-111.782225
CHURCH OF JESUS CHRIST OF LDS;825 EAST 500 NORTH, American Fork, Utah 84003;40.387219;-111.775723
CHURCH OF JESUS CHRIST OF LDS;1120 NORTH 150 WEST, American Fork, Utah 84003;40.399745;-111.802625
CHURCH OF JESUS CHRIST OF LDS;381 SOUTH 300 EAST, American Fork, Utah 84003;40.36987;-111.790076
CHURCH OF JESUS CHRIST OF LDS;10390 NORTH ALPINE HWY, American Fork, Utah 84003;40.42074;-111.786767
CHURCH OF JESUS CHRIST OF LDS;673 EAST 300 NORTH, American Fork, Utah 84003;40.38364;-111.78003
CHURCH OF JESUS CHRIST OF LDS;165 NORTH 350 WEST, American Fork, Utah 84003;40.38052;-111.80922
CHURCH OF JESUS CHRIST OF LDS;680 NORTH 350 WEST, American Fork, Utah 84003;40.390434;-111.808007
CHURCH OF JESUS CHRIST OF LDS;445 EAST 300 NORTH, American Fork, Utah 84003;40.38403;-111.78717
ST. PETER;P.O. Box 142, AMERICAN FORK, Utah 84003;40.376895;-111.795765
CHURCH OF JESUS CHRIST OF LDS;98 EAST CANYON, Alpine, Utah 84004;40.453283;-111.777987
CHURCH OF JESUS CHRIST OF LDS;676 EAGLE VIEW, Alpine, Utah 84004;40.46232;-111.78589
CHURCH OF JESUS CHRIST OF LDS;165 NORTH 100, Alpine, Utah 84004;40.455059;-111.77644
Church of Jesus Christ of Latter-Day Saints;9475 North Mustang Way, Eagle Mountain, Utah 84005;40.38377;-112.00226
Church of Jesus Christ of Latter-Day Saints;4588 N Eagle Mountain Blvd, Eagle Mountain, Utah 84005;40.31427;-112.027695
OPEN BIBLE BAPTIST CHURCH;PO BOX 262, 168 CEMETERY ROAD, Ascutney, Vermont 05030-0262;43.40724;-72.41281
VERMONT CONFERENCE UNITED CHURCH OF CHRIST;32 NORTH MAIN STREET, PO BOX 430, Randolph, Vermont 05060-0430;43.92563;-72.66621
VERMONT CONFERENCE UNITED CHURCH OF CHRIST;32 NORTH MAIN STREET, PO BOX 430, Randolph, Vermont 05060-0430;43.92563;-72.66621
VICTORY CENTER;The Hilton Burlington, 60 Battery Street, Burlington, Vermont 05401;44.47616;-73.212906
Champlain Valley Church of the Nazarene;127 Upper Welden Street, Saint Albans Vt, St. Albans, Vermont 05478;44.80279;-73.07043
WATERVILLE UNION CHURCH;37 Church Street, Waterville, Vermont 05492;44.690045;-72.77008
PRESBYTERIAN CHURCH;24 PARK PLACE, Geneva, Virginia 14456;37.677592044;-78.6190526172645
ALDIE PRESBYTERIAN CHURCH;32260 Meeting House Ln, ALDIE, Virginia 20105;38.975517;-77.641309
CHURCH OF OUR REDEEMER;39518 John Mosby Hwy, ALDIE, Virginia 20105;38.97521;-77.637066
Little River Baptist Church;P.O. Box 223, Aldie, Virginia 20105;38.976208;-77.643228
Ray Cardwell;41740 Tall Cedars Parkway, Aldie, Virginia 20105;38.93699;-77.559544
AMISSVILLE BAPTIST CHURCH;776 VIEWTOWN ROAD, Amissville, Virginia 20106;38.66937;-77.99558
AMISSVILLE UNITED METHODIST CHURCH;14760 LEE HIGHWAY, Amissville, Virginia 20106;38.67388;-78.00011
BETHLEHEM CHRISTIAN FELLOWSHIP;17094 LEE HIGHWAY, Amissville, Virginia 20106;38.6728;-77.93787
FOREST GROVE BAPTIST CHURCH;258 FOREST GROVE ROAD, Amissville, Virginia 20106;38.64312;-78.05399
