name,denom,addr,state,lat,lon
Universal Life Church World Headquarters,Other Christian,803 Tallahassee St Carrabelle,FL,29.85951,-84.66493
Church of the Ascension,Episcopal,110 Ne 1St St Carrabelle,FL,29.85557,-84.66378
Messiah Lutheran Church,Lutheran Church of Missouri Synod,14920 Hutchison Rd Tampa,FL,28.08562,-82.54109
ASAP Church,Non-Denominational,Bob Sierra Youth & Family YMCA 4015 Ragg Road Tampa,FL,28.09996,-82.50921
Caryville Baptist Church,Southern Baptist Convention,4217 Old Bonifay Rd Caryville,FL,30.78578,-85.79949
Gritney Baptist Church,Southern Baptist Convention,2249 Highway 179 Caryville,FL,30.8036,-85.80906
Iglesia De Dios Pentecostal M.I       Casselberry,NA,NA,NA,23.03139,113.1373
Ascension Lutheran Church,Lutheran Church of Missouri Synod,351 Ascension Dr Casselberry,FL,28.66403,-81.33891
Chinmaya Mission,Missionary,1760 Lookout Landing Cir Winter Park,FL,28.5816,-81.3364
Church Of Christ At Loch Haven,Church of Christ,421 S Buckskin Way Winter Springs,FL,28.65636,-81.28025
Community United Methodist Church,United Methodist,321 Piney Ridge Rd Casselberry,FL,28.66728,-81.33809
Metro Life Church,Non-Denominational,910 S Winter Park Dr Casselberry,FL,28.6487,-81.32117
St Augustine Catholic Church,Roman Catholic,375 N Sunset Dr Casselberry,FL,28.67735,-81.33316
Tuskawilla United Methodist,United Methodist,3925 Red Bug Lake Rd Casselberry,FL,28.64651,-81.28319
Westminster Presbyterian Church,Presbyterian,2641 Red Bug Lake Rd Casselberry,FL,28.64592,-81.31394
Church Together,Non-Denominational,200 N Triplet Lake Dr. Casselberry,FL,28.67428,-81.32751
Covenant Fusion Church,Other Christian,216 Doverwood Rd Fern park,FL,28.64898,-81.33873
Crossroads Baptist Church,Independent,414 Ridge Road Fern Park,FL,28.65127,-81.3512
Divine Truth Christian Center,Other Christian,350 Anchor Road Ste 1050 Casselberry,FL,28.67324,-81.34802
House of Power Deliverance Center,Non-Denominational,3352 US HIGHWAY 17-92 Cassleberry,FL,28.67823,-81.33683
Iglesia Bautista Genesis,Baptist- Independent,770 Seminola Blvd Casselberry,FL,28.67661,-81.32124
Primera Iglesia Pentecostal de Casselberry,Church of God (Pentecostal),1481 Seminola Blvd. Casselberry,FL,28.67633,-81.30946
Qodesh Family Church (Lighthouse Chapel Orlando East),Non-Denominational,384 Wilshire Blvd Orlando,FL,28.64916,-81.33029
Casselberry First Baptist Church,Southern Baptist Convention,770 Seminola Blvd Casselberry,FL,28.67661,-81.32124
Grace Covenant Church,Non-Denominational,1908 Boothe Cir Longwood,FL,28.69066,-81.38702
Living Faith Christian Church,Disciples of Christ,1643 Disciples Pt Casselberry,FL,28.67013,-81.29969
New Covenant Fellowship,Assemblies of God,1979 Vienna Dr Winter Park,FL,28.67175,-81.29305
Church Of Jesus,Non-Denominational,134 Wilshire Blvd Casselberry,FL,28.64988,-81.32786
Concilio International De Ministerios,Non-Denominational,500 State Road 436 Casselberry,FL,28.65365,-81.33
Emmanuel Assembly Of God,Assemblies of God,1159 Quintuplet Dr Casselberry,FL,28.67001,-81.31445
Iglesia Cristiana International Jscrsto,Non-Denominational,274 Wilshire Blvd Casselberry,FL,28.64834,-81.32941
Oviedo Foursquare Church,Foursquare Gospel,116 Wilshire Blvd Casselberry,FL,28.65012,-81.32764
Patmos Chapel,Non-Denominational,1435 Lady Amy Dr Casselberry,FL,28.66326,-81.30606
St Michael's Priory,Roman Catholic,3810 Sw 122nd Rd Webster,FL,28.57815,-82.16726
Trinity Reformed Episcopal,Episcopal,2990 Red Bug Lake Rd Casselberry,FL,28.64747,-81.3028
Church of Christ at Lake Ellen,Restorationist,3450 S Highway 17 92 Casselberry,FL,28.67959,-81.3356
Faith Fellowship Deliverance,Non-Denominational,20 Plumosa Ave Casselberry,FL,28.67596,-81.3381
Primera Iglesia Pentecostal,Pentecostal,1481 Seminola Blvd Casselberry,FL,28.67633,-81.30946
River Church,Non-Denominational,162 Wilshire Blvd Casselberry,FL,28.65052,-81.32925
Grace Lutheran Church,NA,NA,NA,23.03139,113.1373
Community Presbyterian Church,NA,NA,NA,23.03139,113.1373
Commun PC in Celebration Presbyterian Church,Presbyterian,511 Celebration Ave Kissimmee,FL,28.3196,-81.53863
Corpus Christi Catholic Church,Roman Catholic,1050 Celebration Ave Kissimmee,FL,28.31246,-81.54771
ATLAS Theological Center,Apostolic,"Local Classes in Theology Ministry and Spiritual formation ""seminary-lite"" curriculum Celebration",FL,28.32065,-81.54006
Celebration Anglican Church,Anglican,700 Bloom Street Conference Room of the Bohemian Hotel Celebration,FL,28.31697,-81.54216
Community Presbyterian Church,Presbyterian,511 Celebration Avenue Celebration,FL,28.3196,-81.53863
Grace Lutheran Church,Lutheran Church of Missouri Synod,1123 Louisiana Ave St. Cloud,FL,28.2475,-81.29877
illuminate church,Other Christian,1809 Celebration Blvd. Celebration,FL,28.29837,-81.56966
Abundant Life Assembly of God,Assemblies of God,8040 N Century Blvd Century,FL,30.9767,-87.26082
Beulah Chapel Assembly Of God,Assemblies of God,2311 Highway 4a Century,FL,30.98127,-87.32849
Bratt Assembly of God,Assemblies of God,5841 Godwin Cemetery Rd Century,FL,30.96752,-87.43629
Bratt First Baptist Church,Southern Baptist Convention,4570 W Highway 4 Century,FL,30.96621,-87.41882
Century Church Of Christ,Non-Denominational,430 E Highway 4 Century,FL,30.97029,-87.28198
Century United Methodist Church,United Methodist,530 Church St Century,FL,30.96991,-87.25721
Edward Point Christian Church,Other Christian,8300 Alger Rd Century,FL,30.98242,-87.25913
Pine Barren Baptist Church,Southern Baptist Convention,7351 Mcelhaney Rd Century,FL,30.98739,-87.44885
Tabernacle Baptist Church,Baptist Bible Fellowship International,9301 Academy St Century,FL,30.99367,-87.25991
Century First Baptist Church,Southern Baptist Convention,550 Church St Century,FL,30.96985,-87.25669
Byrneville Methodist Church,Methodist,1150 Byrneville Rd Century,FL,30.95076,-87.32556
First Pentecostal Church of Century,United Pentecostal Church International,8451 N Century Blvd Century,FL,30.9832,-87.25798
Greater Glory Church,Non-Denominational,220 E Pond St Century,FL,30.96645,-87.26368
Oak Grove Baptist Church,Southern Baptist Convention,2600 Highway 99 Century,FL,30.92143,-87.44135
Worldwide Apostolic Church,Apostolic,120 Jackson St Century,FL,30.99433,-87.25695
Byrneville United Methodist Church,United Methodist,1351 Byrneville Rd Century,FL,30.95644,-87.32932
Cry Loud And Spare Not Holiness Church,Holiness,70 Hilltop Rd Century,FL,30.98386,-87.25929
Pleasant Hill Baptist Church,Southern Baptist Convention,4600 N Century Blvd Century,FL,30.92612,-87.29371
Poplar Dell Baptist Church,Southern Baptist Convention,2631 Highway 4A Century,FL,30.98607,-87.32109
Wesley Chapel,Non-Denominational,6880 Jefferson Ave Century,FL,30.96346,-87.26868
Calvary Baptist Church,Southern Baptist Convention,5924 Memorial Blue Star Hwy Chattahoochee,FL,30.69702,-84.76546
Chattahoochee Presbyterian Church Pca,Presbyterian,991 Dunn Rd Chattahoochee,FL,30.68775,-84.80661
First Assembly Of God,Assemblies of God,721 Chattahoochee St Chattahoochee,FL,30.69413,-84.83948
First Baptist Church,Baptist,503 S Main St Chattahoochee,FL,30.69835,-84.84015
First United Methodist Church,United Methodist,18 W Marion St Chattahoochee,FL,30.70347,-84.84382
First United Methodist Church of Chattahoochee,United Methodist,18 W Marion St Chattahoochee,FL,30.70347,-84.84382
Friendship Ame Church,African Methodist Episcopal,401 E Ml King Jr Blvd Chattahoochee,FL,30.68593,-84.83353
Harvest Assembly of God,Assemblies of God,291 N Oak Rd Chattahoochee,FL,30.70173,-84.76734
Holy Cross Catholic Church,Roman Catholic,4034 Memorial Blue Star Hwy Chattahoochee,FL,30.70272,-84.78987
New Jerusalem Church Of God,Church of God,656 Lincoln Dr Chattahoochee,FL,30.68658,-84.83073
New Zion Baptist Church,Baptist,556 Lincoln Dr Chattahoochee,FL,30.68816,-84.83199
Power Ministries Church Of God,Church of God,915 Short St Chattahoochee,FL,30.68262,-84.83119
Chattahoochee First Baptist Church,Southern Baptist Convention,503 S Main St Chattahoochee,FL,30.69835,-84.84015
Freedom Life Church,International Pentecostal Holiness,947 Morgan Ave Chattahoochee,FL,30.69192,-84.84569
Elizabeth Church Of Christ,Church of Christ,5507 Bonnie Hill Rd Chattahoochee,FL,30.65333,-84.81941
Flat Creek Baptist Church,Southern Baptist Convention,3660 Flat Creek Rd Chattahoochee,FL,30.60108,-84.79175
Hardaway Assembly Of God,Assemblies of God,5279 Hardaway Hwy Chattahoochee,FL,30.64534,-84.74127
Church Of Christ,Church of Christ,211 Ne 2nd St Chiefland,FL,29.48082,-82.85726
Concord Baptist Church,Southern Baptist Convention,5551 Nw County Road 336 Chiefland,FL,29.36634,-82.86332
Ebenezer Baptist Church,Southern Baptist Convention,12250 Ne 30th Ave Chiefland,FL,29.50883,-82.82356
First Baptist Church of Chiefland,Southern Baptist Convention,511 N Young Blvd Chiefland,FL,29.48444,-82.85453
Fowlers Bluff Baptist Church,Southern Baptist Convention,4310 Nw 152nd Ave Chiefland,FL,29.3917,-83.02555
Good Shepherd Lutheran Church,Lutheran Church of Missouri Synod,14303 Nw Highway 19 Chiefland,FL,29.54061,-82.89381
Hardeetown Baptist Church,Southern Baptist Convention,1716 Nw 14th St Chiefland,FL,29.49433,-82.87281
Lighthouse Word Church,Non-Denominational,2350 Nw Us Highway 27 Chiefland,FL,29.47348,-82.81095
Manatee Springs Assembly Of God,Assemblies of God,1560 Nw 19th Ave Chiefland,FL,29.49668,-82.87834
Manatee Springs Church Of Christ,Church of Christ,11450 Nw 76th Ter Chiefland,FL,29.49467,-82.90032
Mount Pleasant Baptist Church,Baptist,310 Sw 5th St Chiefland,FL,29.47555,-82.86435
Saint John Missionary Baptist Church,Baptist,11030 Nw 30th Ave Chiefland,FL,29.49022,-82.82301
Westside Church Of Christ,Church of Christ,816 Sw 5th St Chiefland,FL,29.47147,-82.86522
North Chiefland Church Of God,Church of God,1705 NW 27th Ave Chiefland,FL,29.51171,-82.88021
Potter's House International Covenant Ministries Inc,Non-Denominational,217 Sw 4th St Chiefland,FL,29.47666,-82.86325
Powerhouse Faith and Praise Church Of God,Church of God,1119 Nw 19th Ave Chiefland,FL,29.49647,-82.86982
Mt Bethel,United Methodist,10431 Nw 35Th Ave Chiefland,FL,29.48224,-82.83219
First Christian Church,Restorationist,6591 NW 140th St Chiefland,FL,29.5333,-82.8832
Berean Baptist Church,Baptist,1438 Nearing Hills Dr Chipley,FL,30.75582,-85.55274
Blue Lake Baptist Church,Southern Baptist Convention,1405 Blue Lake Rd Chipley,FL,30.74559,-85.54797
Bonnett Pond Church,Non-Denominational,2680 Bonnett Pond Rd Chipley,FL,30.63883,-85.63544
Chipley Church Of Christ,Church of Christ,1295 Brickyard Rd Chipley,FL,30.76384,-85.5378
First Baptist Church of Chipley,Southern Baptist Convention,1300 South Blvd Chipley,FL,30.77281,-85.54138
First Free Will Baptist Church,Baptist,1387 South Blvd Chipley,FL,30.77166,-85.54857
First Presbyterian Church,Presbyterian,658 5th St Chipley,FL,30.78225,-85.54065
First United Methodist Church,United Methodist,1285 Jackson Ave Chipley,FL,30.77855,-85.54066
Grace Assembly at Chipley,Assemblies of God,567 Main St Chipley,FL,30.7926,-85.53858
Grant Tabernacle Ame Church,African Methodist Episcopal,419 Martin Luther King Dr Chipley,FL,30.79351,-85.53684
Holmes Creek Southern Baptist Church,Southern Baptist Convention,335 Cope Rd Chipley,FL,30.80881,-85.55933
Love In Action Outreach Ministries,Non-Denominational,1359 Watts Ave Chipley,FL,30.78261,-85.54203
New Life Fellowship,Assemblies of God,695 5th St Chipley,FL,30.78182,-85.53982
Oakie Ridge Baptist Church,Southern Baptist Convention,2971 Gilberts Mill Rd Chipley,FL,30.63767,-85.4893
Saint Matthew's Episcopal Church,Episcopal,736 West Blvd Chipley,FL,30.77656,-85.55174
Sand Hills Baptist Church,Southern Baptist Convention,6758 Highway 77 Chipley,FL,30.44085,-85.68897
Shiloh Baptist Church,Southern Baptist Convention,1976 Shiloh Ln Chipley,FL,30.74291,-85.59992
Sunny Hills Community Church,Community,3768 Country Club Blvd Chipley,FL,30.56479,-85.58137
Sunny Hills First Baptist Church,Southern Baptist Convention,1886 Sunny Hills Blvd Chipley,FL,30.53955,-85.59952
New Prospect Baptist Church,Southern Baptist Convention,761 New Prospect Rd Chipley,FL,30.78609,-85.4901
Shepherd's Gate,Other Christian,1915 Ferguson Road Chipley,FL,30.58192,-85.59448
5Th United Holiness Church,Pentecostal,708 Peach St Chipley,FL,30.77835,-85.5293
Country Oaks Baptist Church,Southern Baptist Convention,1641 Brickyard Rd Chipley,FL,30.76439,-85.56463
New Orange Baptist Church,Southern Baptist Convention,1641 Brickyard Rd Chipley,FL,30.76439,-85.56463
Saint Theresa Catholic Church,Catholic,2056 Sunny Hills Blvd Chipley,FL,30.54417,-85.61163
St Joseph the Worker,Roman Catholic,2331 Highway 177a Bonifay,FL,30.80327,-85.70341
Yes Lord Deliverance Church Of God In Christ,Church of God in Christ,739 7th St Chipley,FL,30.77743,-85.53576
Abundant Life Ministries,Southern Baptist Convention,1130 Motel Dr Chipley,FL,30.75089,-85.55189
Orange Hill,United Methodist,1167 Sunday Rd Chipley,FL,30.69164,-85.52146
Courts Of Praise,Non-Denominational,1720 Clayton Rd Chipley,FL,30.70098,-85.56906
First United Pentecostal Church,United Pentecostal Church International,1816 Highway 90 Chipley,FL,30.77647,-85.58239
Gap Pond Baptist Church And Cemetery,Baptist,1980 Gap Blvd Chipley,FL,30.54224,-85.56458
Orange Hill Baptist Church,Southern Baptist Convention,3485 Gainer Rd Chipley,FL,30.65548,-85.55159
Sunny Hill Chapel Church,Non-Denominational,4283 Highway 77 Chipley,FL,30.58309,-85.59259
Tabernacle Of Praise,Non-Denominational,1100 Main St Chipley,FL,30.76954,-85.53777
Wausau First Baptist Church,Baptist,3493 Washington St Chipley,FL,30.6344,-85.58654
Church Of God,Church of God,24313 E Colonial Dr Christmas,FL,28.53764,-81.00717
Gilgal Baptist Church,Baptist,20875 E Colonial Dr Christmas,FL,28.53726,-81.06456
First Baptist Church of Chuluota,Southern Baptist Convention,201 Lake Mills Rd Chuluota,FL,28.62838,-81.12731
Trinity Assembly of God,Assemblies of God,125 Trinity Assembly Cir Oviedo,FL,28.62558,-81.13063
Victory Baptist Church,Baptist- Independent,3760 Ne 175th Street Rd Citra,FL,29.4005,-82.08667
Citra United Methodist Church,United Methodist,2000 Ne 180th St Citra,FL,29.4115,-82.11381
First Baptist Church of Sparr,Southern Baptist Convention,1303 E Highway 329 Citra,FL,29.33983,-82.12207
Citra Church Of God,Church of God,4785 E Highway 316 Citra,FL,29.36217,-82.07055
Citra-Christian Disciples International,Church of God (Pentecostal),13695 N US Highway 441 Citra,FL,29.34813,-82.1567
New Hope United Methodist Church,United Methodist,17401 N Us Highway 301 Citra,FL,29.4033,-82.11378
Poplar Head Baptist Church,Southern Baptist Convention,19118 Nw State Road 73 Clarksville,FL,30.45187,-85.18653
Frink Baptist Church,Southern Baptist Convention,11030 SW Frink Baptist Church Rd Clarksville,FL,30.35303,-85.20573
All Saints Catholic Church,Roman Catholic,2801 Curlew Rd Clearwater,FL,28.04791,-82.72025
Bayview Baptist Church of Clearwater Inc,Southern Baptist Convention,201 Meadow Lark Ln Clearwater,FL,27.96299,-82.71124
Belmont Park United Methodist Church,United Methodist,825 Howard St Clearwater,FL,27.93986,-82.79324
Bethel Lutheran Church,Lutheran Church of Missouri Synod,3166 N Mcmullen Booth Rd Clearwater,FL,28.03566,-82.71034
Calvary Catholic Cemetery,Roman Catholic,5233 118th Ave N Clearwater,FL,27.87968,-82.70488
Calvary Open Bible Church,Open Bible,11 N Mcmullen Booth Rd Clearwater,FL,27.96589,-82.70762
Central Christian Church,Disciples of Christ,1200 S Keene Rd Clearwater,FL,27.95209,-82.76344
Central Church Of Christ,Churches of Christ,1454 Belleair Rd Clearwater,FL,27.94,-82.77662
Chapel By the Sea,Non-Denominational,54 Bay Esplanade Clearwater Beach,FL,27.98526,-82.82537
Christ the Lord Lutheran Church,Wisconsin Evangelical Lutheran Synod,2045 N Hercules Ave Clearwater,FL,27.99489,-82.75405
Church Of Christ Clearwater,Church of Christ,601 S Hercules Ave Clearwater,FL,27.95841,-82.75379
Church Of Christ Northeast,Church of Christ,2040 N Mcmullen Booth Rd Clearwater,FL,27.99413,-82.71021
Church Of The Good Samaritan,Episcopal,2165 Ne Coachman Rd Clearwater,FL,27.96989,-82.74781
Church of the Reconciler Presbyterian Church,Presbyterian,915 Drew St Clearwater,FL,27.96772,-82.79347
Countryside Christian Center,Pentecostal,1850 N Mcmullen Booth Rd Clearwater,FL,27.98675,-82.71111
Cypress Meadows Community Church,Non-Denominational,2180 North McMullen Booth Rd Clearwater,FL,28.00077,-82.70804
Everybody's Tabernacle,Non-Denominational,1120 N Betty Ln Clearwater,FL,27.97704,-82.78397
Faith Christian Church,Other Christian,303 N Myrtle Ave Clearwater,FL,27.96945,-82.79553
Faith United Church Of Christ,United Church of Christ,1650 Pinehurst Rd Dunedin,FL,28.02811,-82.77203
Feather Sound Community Church,Community,13880 Feather Sound Dr Clearwater,FL,27.89772,-82.67398
First Assembly of God,Assemblies of God,1739 S Ml King Ave Clearwater,FL,27.9341,-82.7915
First Christian Church,Restorationist,2299 Drew St Clearwater,FL,27.96693,-82.74268
First Church Of Christ,Church of Christ,210 Turner St Clearwater,FL,27.9598,-82.8019
First United Methodist Church,United Methodist,411 Turner St Clearwater,FL,27.95923,-82.80043
Friendship United Methodist Church,United Methodist,2039 Druid Rd E Clearwater,FL,27.95646,-82.75259
Grace Baptist Church,Baptist,2787 Sunset Point Rd Clearwater,FL,27.9903,-82.72194
Grace Lutheran Church,Evangelical Lutheran in America,1812 N Highland Ave Clearwater,FL,27.98703,-82.77588
Heritage United Methodist Church,United Methodist,2680 Landmark Dr Clearwater,FL,28.01809,-82.71744
Highland Presbyterian Church,Presbyterian,1885 S Highland Ave Clearwater,FL,27.9288,-82.77386
Holy Trinity Church,Greek Orthodox,409 S Old Coachman Rd Clearwater,FL,27.96194,-82.73229
Holy Trinity Episcopal Church,Episcopal,3200 N Mcmullen Booth Rd Clearwater,FL,28.03935,-82.71018
Hope Presbyterian Church,Presbyterian,1698 S Belcher Rd Clearwater,FL,27.93527,-82.74706
Lakeside Community Chapel,Non-Denominational,1893 Sunset Point Rd Clearwater,FL,27.98936,-82.7594
Light Of Christ Catholic Chr,Roman Catholic,2176 Marilyn St Clearwater,FL,27.97335,-82.74754
Maranatha Christian Academy,Non-Denominational,1148 Turner St Clearwater,FL,27.9597,-82.78994
Missouri Avenue Baptist Church,Baptist,1178 Belleair Rd Clearwater,FL,27.93914,-82.78767
Mount Carmel Baptist Church,Baptist,1012 Pennsylvania Ave Clearwater,FL,27.97667,-82.79349
Mount Olive Missionary Baptist Church,Baptist,1124 Harveys Ln Clearwater,FL,27.94495,-82.79035
Mt Carmel Baptist Church,Southern Baptist Convention,1012 Pennsylvania Ave Clearwater,FL,27.97667,-82.79349
Mt Olive Ame Church,United Methodist,600 Jones St Clearwater,FL,27.96937,-82.79852
New Destiny Worship Center,United Pentecostal Church International,2110 N Hercules Ave Clearwater,FL,27.9978,-82.75557
New Zion Missionary Baptist Church,Baptist,845 Woodlawn Street Clearwater,FL,27.94295,-82.79357
North Bay Community Church,NA,3170 N Mcmullen Booth Rd Clearwater,FL,28.0367,-82.71031
Northwood Community Church,Evangelical Free Church,2295 N Mcmullen Booth Rd Clearwater,FL,28.00444,-82.70992
Northwood Presbyterian Church,Presbyterian,2875 State Road 580 Clearwater,FL,28.01873,-82.71828
Peace Memorial Presbyterian Church,Presbyterian,110 S Fort Harrison Ave Clearwater,FL,27.96439,-82.80029
Saint James Ame Church,African Methodist Episcopal,1436 S Madison Ave Clearwater,FL,27.94495,-82.78986
Skycrest United Methodist Church,United Methodist,2045 Drew St Clearwater,FL,27.96754,-82.75347
St Johns Episcopal Church,Episcopal,1676 S Belcher Rd Clearwater,FL,27.93625,-82.74725
St Johns Missionary Baptist,Baptist,1500 Pennsylvania Ave Clearwater,FL,27.98065,-82.79345
St Mary and St Mina,Coptic Orthodox,2930 County Road 193 Clearwater,FL,27.98849,-82.71635
St Matthias Lutheran Church,Evangelical Lutheran in America,2751 Sunset Point Rd Clearwater,FL,27.99031,-82.72387
St Michael the Archangel,Roman Catholic,2281 State Road 580 Clearwater,FL,28.01926,-82.74634
St Paul's Lutheran Church,Evangelical Lutheran in America,407 S Saturn Ave Clearwater,FL,27.96111,-82.76439
Sylvan Abbey United Methodist Church,United Methodist,2817 Sunset Point Rd Clearwater,FL,27.99024,-82.72011
Trinity Presbyterian Church,Presbyterian,2001 Rainbow Dr Clearwater,FL,27.96188,-82.75403
Union Street United Methodist Church,United Methodist,1625 Union St Clearwater,FL,27.99648,-82.7701
Woodlawn Church of God,Church of God,845 Woodlawn St Clearwater,FL,27.94295,-82.79357
Bethany CME Church,Methodist,1325 Springdale St Clearwater,FL,27.98008,-82.78195
BLDG 28 Church,Reformed,25714 US-19 Clearwater,FL,28.00587,-82.73041
Calvary Church,Other Christian,110 N. McMullen Booth Road Clearwater,FL,27.96636,-82.71179
Church of the Ascension,Episcopal,701 Orange Ave clearwater,FL,27.95874,-82.8033
Fountain of Life Ministries,Other Christian,Great Lakes Dr N Clearwater,FL,27.86787,-82.69446
Bethlehem SDA Church Clearwater,Seventh Day Adventist,1015 N Missouri Ave Clearwater,FL,27.97608,-82.78794
Christ Community Pca,Presbyterian,2310 Nursery Rd Clearwater,FL,27.94306,-82.74159
Church Of The Ascension,Episcopal,701 Orange Ave Clearwater,FL,27.95874,-82.8033
Clearwater Central,Nazarene,1601 N Highland Ave Clearwater,FL,27.98152,-82.77451
Clearwater COGBF,Church of God by Faith,1007 N Myrtle Ave Clearwater,FL,27.9761,-82.79571
Clearwater SDA Church,Seventh Day Adventist,1445 Lakeview Rd Clearwater,FL,27.94924,-82.77878
Community of Christ,Other Christian,1740 N Highland Ave Clearwater,FL,27.98418,-82.77604
First Church of the Nazarene,Church of the Nazarene,1875 Nursery Rd Clearwater,FL,27.94163,-82.75975
First Lutheran Church,Lutheran Church of Missouri Synod,1644 Nursery Rd Clearwater,FL,27.94294,-82.76885
Iglesia Bautista El Redentor,Southern Baptist Convention,110 N Mcmullen Booth Rd Clearwater,FL,27.96636,-82.71179
Little Nazareth Early Childhood Center,Roman Catholic,820 Jasmine Way Clearwater,FL,27.95588,-82.79508
New Life Revival Center,Charismatic,1749 Overbrook Ave Clearwater,FL,27.98493,-82.78649
A New Life In Christ Baptist Church,Southern Baptist Convention,2061 Range Rd Clearwater,FL,27.97855,-82.75202
Arabic Evangelical Church,Southern Baptist Convention,2525 N McMullen Booth Rd Clearwater,FL,28.01545,-82.70803
Bible Fellowship Church,"Church of God (Anderson, IN)",4670 E Bay Dr Clearwater,FL,27.91705,-82.73871
Capilla Hispana Preciosa Semilla,Southern Baptist Convention,125 N Belcher Rd Clearwater,FL,27.96389,-82.74559
Christian Life Church,Non-Denominational,1279 Cleveland St Clearwater,FL,27.96533,-82.78449
Clearwater Baptist Church,Baptist,2235 NE Coachman Rd Clearwater,FL,27.97274,-82.74342
Countryside Evangelical Church,Evangelical,2289 N Hercules Ave Clearwater,FL,28.00429,-82.75389
Harborside Christian Church,Disciples of Christ,28465 US Highway 19 N Ste 200 Clearwater,FL,28.03076,-82.73682
Heritage Baptist Church,Baptist,1211 Sunset Point Rd Clearwater,FL,27.98982,-82.78703
High Point United Methodist Church,United Methodist,15703 61st St N Clearwater,FL,27.91574,-82.71826
Holy Ghost Revival Center,Charismatic,2140 Drew St Clearwater,FL,27.9684,-82.74911
Iglesia El Sembrador Wesleyana,Wesleyan,300 S Hillcrest Ave Clearwater,FL,27.96261,-82.7795
Iglesia Manantial De Vida,Assemblies of God,608 N Missouri Ave Clearwater,FL,27.9723,-82.78785
Igreja Bethel Batista,Southern Baptist Convention,4825 E Bay Dr Clearwater,FL,27.91584,-82.73694
JUSt Family Worship Center,Non-Denominational,2156 Drew St Clearwater,FL,27.96836,-82.74871
New Beginnings,Southern Baptist Convention,1390 Sunset Point Rd Clearwater,FL,27.99138,-82.7802
Saint Cecilia Music Ministry,Roman Catholic,2333 Feather Sound Dr Unit C705 Clearwater,FL,27.90614,-82.66617
St Brendan CCW,Roman Catholic,245 Dory Psge Clearwater,FL,27.97863,-82.81817
St Catherine of Siena Catholic,Roman Catholic,1955 S Belcher Rd Clearwater,FL,27.92343,-82.74414
The Peoples Church,Southern Baptist Convention,705. S. Hercules Ave Clearwater,FL,27.95721,-82.75384
The Potter's House,Presbyterian,1242 S Highland Ave Clearwater,FL,27.95171,-82.77552
Tribunal,Roman Catholic,905 S Prospect Ave Clearwater,FL,27.95571,-82.79408
Victory Temple Church Of God,Church of God,1841 N Highland Ave Clearwater,FL,27.98808,-82.77476
Celebration Of Praise,Church of God (Pentecostal),290 Citrus Tower Blvd Ste 200 Clermont,FL,28.56493,-81.73987
Chapel Baptist Church,Baptist,15744 County Road 474 Clermont,FL,28.36957,-81.69368
Church Of Christ,Church of Christ,500 E Grand Hwy Clermont,FL,28.56454,-81.74845
Church Of God By Faith,Church of God,910 Bloxam Ave Clermont,FL,28.55228,-81.74595
Clermont Baptist Church,Baptist,16115 Old Highway 50 Clermont,FL,28.56362,-81.68853
Clermont First Assembly Of God,Assemblies of God,15550 County Road 565a Clermont,FL,28.5722,-81.80035
Faith Church Of God,Church of God (Pentecostal),1040 School Ave Clermont,FL,28.55175,-81.74726
Family Christian Center,Non-Denominational,2500 S Highway 27 Clermont,FL,28.53046,-81.72802
First Christian Church,Restorationist,1501 Steves Rd Clermont,FL,28.5348,-81.72974
First Pentecostal Church of Clermont,United Pentecostal Church International,4340 N Hiawassee Rd Orlando,FL,28.59534,-81.47625
Gateway Church,Assemblies of God,15550 County Road 565a Clermont,FL,28.5722,-81.80035
Grace Community Church,Evangelical,14244 Johns Lake Rd Clermont,FL,28.52417,-81.71876
Monte Vista Baptist Church,Baptist,11043 True Life Way Clermont,FL,28.48887,-81.77182
New Jacobs Chapel Missionary Church,Missionary,410 W Highway 50 Clermont,FL,28.5516,-81.76189
Open Door Baptist Church,Baptist,17140 Us Highway 27 Clermont,FL,28.59589,-81.75198
Saint Mark Ame Church,African Methodist Episcopal,810 Disston Ave Clermont,FL,28.55333,-81.75049
Shepherd Of The Hills Lutheran Church,Evangelical Lutheran in America,13600 Caspian Ln Clermont,FL,28.52051,-81.73013
South Lake Presbyterian Church,Presbyterian,131 Chestnut St Clermont,FL,28.54972,-81.75762
St Matthias Episcopal Church,Episcopal,574 W Montrose St Clermont,FL,28.55549,-81.76466
Wootson Temple Church Of God,Church of God,836 Scott St Clermont,FL,28.55333,-81.74832
Blessed Sacrament Parish,Roman Catholic,720 12th Street Clermont,FL,28.55386,-81.77624
Connection Church Clermont,Non-Denominational,921-B South Hwy 27 Minneola,FL,28.56973,-81.7293
EGLISE BAPTISTE DE CLERMONT,Other Christian,510 W. MINNEOLA AV clermont,FL,28.55663,-81.76346
EGLISE BAPTISTE DE CLERMONT,Southern Baptist Convention,510 W. Minneola Avenue Clermont,FL,28.55663,-81.76346
Estilo de Vida Community Church (BIlingual),Other Christian,2400 S HWY 27 Unit 4209 Clermont,FL,28.51721,-81.7445
First Baptist Church,Southern Baptist Convention,498 W Montrose St Clermont,FL,28.55475,-81.7629
Hope FLA Church,Pentecostal,690 E Highway 50 Suite 200 Clermont,FL,28.54906,-81.74672
Iglesia Casa del Altisimo /House of Elyon,Other Christian,9627 pasofino lane Clermont,FL,28.48508,-81.80169
Lake Hills Church,Non-Denominational,268 Mohawk Rd Clermont,FL,28.56656,-81.73207
